"","x"
"1",22.2437215924463
"2",0.00751402096422887
"3",3.79526158660825
"4",0.450196358901165
"5",0.256103874801943
"6",0.0126893911890624
"7",2.99504032929866
"8",0.207459278811728
"9",26.8028480247666
"10",0.972201514463467
"11",53.8026875748932
"12",0.0422235005756394
"13",0.32396971369417
"14",0.0391639194652904
"15",0.3900277663811
"16",0.0965962612955699
"17",0.105496464071174
"18",0.349824344164037
"19",10.4899759017881
"20",0.326381593380278
"21",0.28753238591053
"22",0.333433465493135
"23",2.79173414706055
"24",0.125258326593285
"25",4.91083470256814
"26",0.107742896560078
"27",0.116504213652005
"28",5.26159446501036
"29",30.1535913843112
"30",0.0345302149249103
"31",0.0728874520587003
"32",252.18473776143
"33",4.22871400771786
"34",0.124303469363946
"35",0.0512711563101367
"36",0.88739909728812
"37",0.0617684165484974
"38",0.0413487874183078
"39",0.125684090644027
"40",0.142924419401089
"41",55.3899877209417
"42",0.134341952778493
"43",0.62505220683978
"44",0.200527512498121
"45",0.052046009435612
"46",0.36548128742313
"47",4.20645930221306
"48",0.208269819598369
"49",7.72668818588257
"50",4.4382382512883
"51",30.4197625241045
"52",10.4784858986261
"53",0.32451000518902
"54",0.146509292767227
"55",0.414850635904047
"56",0.414535956658005
"57",0.232424370741365
"58",0.207018710796318
"59",1.63771005522123
"60",0.098367054701599
"61",0.440661489486945
"62",369.612238249525
"63",0.757795565412558
"64",0.686772599670196
"65",78.8628062049034
"66",11.6349127983881
"67",0.581042465417256
"68",0.626145977754363
"69",2.21472800877238
"70",1.56662861691204
"71",0.0351072945273183
"72",2.90316726792426
"73",0.320046934207886
"74",3.24007777828758
"75",0.483835401517093
"76",0.0405052344746046
"77",34.685060498464
"78",0.0506413166571957
"79",13.7832498529284
"80",0.0301416308556844
"81",0.777370979835048
"82",32.7033075644857
"83",0.0859099276789321
"84",4.54249218018595
"85",0.627338965129571
"86",4.60204547908481
"87",17.7666022093506
"88",0.371320877186866
"89",3.92194729672582
"90",0.289795407046908
"91",1.12656604709814
"92",0.396202900279042
"93",0.10691008347762
"94",0.519886523530738
"95",0.897620172232323
"96",0.227089556466254
"97",69.6095965351068
"98",1.04502098633006
"99",52.895943658125
"100",0.147696669801222
"101",57.923391870057
"102",1.7814075170462
"103",27.1521849502419
"104",119.024431900977
"105",27.4653370163304
"106",3.24542388635415
"107",0.182035167766025
"108",0.0626309647265304
"109",0.737009077902067
"110",1.60352831973588
"111",9.5206934452954
"112",0.21696704434524
"113",6.85576679083111
"114",102.930140819143
"115",0.15724819801706
"116",0.753493693274236
"117",0.250262623016553
"118",0.00549556425173772
"119",0.261168129115705
"120",1.88878548528582
"121",4.8234699871538
"122",0.0877760292392444
"123",0.43249830201935
"124",0.216923364173123
"125",0.76293192876307
"126",0.725396158694631
"127",0.0575764401400956
"128",326.056669605791
"129",90.7625752735224
"130",18.6703649260327
"131",9.52771620427791
"132",2.19687774951309
"133",0.224499542752939
"134",0.176656776380339
"135",1.30911046647508
"136",49.2271846059157
"137",0.0991174829295697
"138",0.057521677942307
"139",0.107704613270643
"140",1.66226686044506
"141",0.0471002038929982
"142",0.169451709903584
"143",0.297360594669664
"144",5.47709902676916
"145",8.58890889536857
"146",12.8438559623068
"147",6.94413276367923
"148",72.2968386811347
"149",0.303348758623764
"150",0.789259145416659
"151",0.438287876702001
"152",0.216791877643607
"153",0.00058057232182016
"154",0.356870179246195
"155",21.0898743230392
"156",5.5383966826906
"157",1.82262222401029
"158",0.650646269916574
"159",0.400931367610807
"160",2.29722598540962
"161",0.279246526841399
"162",0.288055477399999
"163",0.420874819941691
"164",0.561992255158046
"165",4.27917382299362
"166",14.8258681222598
"167",1.06971168772632
"168",1.47569457299283
"169",0.356308871856931
"170",15.7011340684687
"171",14.9906409840696
"172",1.1411963034015
"173",26.7538305684269
"174",0.218531023072504
"175",0.656113318493416
"176",87.816516662303
"177",0.0656428376668667
"178",5.92149718713136
"179",1.4297577365193
"180",0.0584202468828287
"181",0.34789551188054
"182",4.51878569605011
"183",0.143026519352856
"184",0.381857780418256
"185",39.1551883546606
"186",1.23431728178688
"187",21.7536589653202
"188",0.0966930272192023
"189",34.1894459089272
"190",2.59432031784141
"191",0.235264155351961
"192",5.64158430755727
"193",6.2235850955188
"194",0.0410565643526739
"195",17.0203012959817
"196",0.100070742787253
"197",0.271249342823954
"198",106.080077256985
"199",3.93968125241301
"200",7.02608314442944
"201",0.078657565585424
"202",1.86705277788157
"203",1.58568810189229
"204",0.873700266285795
"205",11.2846546432064
"206",6.82071941354101
"207",0.0727341896094286
"208",0.67774569431126
"209",0.929600848216855
"210",32.6504858410198
"211",0.275350747907932
"212",0.0875713666661232
"213",19.1367509003825
"214",174.450668178654
"215",0.483828928466626
"216",1.22391628617206
"217",0.403926477059761
"218",38.7603635080153
"219",2.4655624942863
"220",0.322229400095909
"221",0.369160331533607
"222",5.52417987458981
"223",0.161536382394035
"224",0.336234390590507
"225",17.7159769429208
"226",60.4771220894978
"227",15.7208965347445
"228",3.07592373281441
"229",0.173245818286115
"230",59.8220619809578
"231",0.180103218991602
"232",3.07060759583533
"233",0.213779635446112
"234",0.318601242965811
"235",0.0973227276775059
"236",22.6007297771076
"237",0.153822033566069
"238",0.164177554414927
"239",2.79806383097155
"240",1.28972227937196
"241",2.92009676519615
"242",6.72818876636918
"243",25.2279390837743
"244",6.85971972471316
"245",45.0050001763426
"246",8.24115175363758
"247",29.3089130310963
"248",0.115580024317354
"249",211.823253866992
"250",0.396765350279935
"251",10.9057122635742
"252",142.858935263169
"253",3.68238400006664
"254",0.129656916033473
"255",3.12230759928449
"256",8.13347581200282
"257",23.4469788732758
"258",1.11933304410958
"259",11.2358552948546
"260",0.0919602206899582
"261",0.0509651885546035
"262",0.0764200696115198
"263",0.123638918879237
"264",0.155180705604533
"265",0.25098945045357
"266",0.297499438079861
"267",0.0520727063240084
"268",0.0975910441421976
"269",7.88167222445896
"270",0.449700184717393
"271",0.206857539533581
"272",1.05438152610645
"273",1.96312123153693
"274",436.742338294496
"275",0.288040097539479
"276",0.219562526890629
"277",0.473501996391271
"278",0.140339015713565
"279",0.0405345416815748
"280",10.6604117211996
"281",6.06003270005877
"282",0.230583482028324
"283",16.0339399809861
"284",0.970655307886166
"285",0.136734565143928
"286",4.46246976889796
"287",0.152729855164364
"288",101.376401843363
"289",35.2365567889952
"290",0.0944676634295978
"291",0.0934708756875046
"292",0.632413579707625
"293",0.188986413945397
"294",0.521054888920077
"295",0.758563863463831
"296",8.61691212200865
"297",0.00352712469057276
"298",0.0455454977958661
"299",18.5459821522472
"300",7.0963586678722
"301",0.551186143810364
"302",5.72588740356823
"303",24.7577400062005
"304",7.61735759058965
"305",7.14074165994283
"306",29.1988528134508
"307",0.306315895076825
"308",1.75971650139668
"309",1.3049097220495
"310",0.475194688624733
"311",3.2039352623325
"312",0.189288973278773
"313",0.0370424811244186
"314",5.89018048788019
"315",14.84686291522
"316",7.89605885408844
"317",2.12564822605153
"318",31.9211654079115
"319",0.0762307405263725
"320",0.03919242744351
"321",0.0697729755023342
"322",0.0272684841952543
"323",0.0319600497395925
"324",0.157159605789688
"325",4.0347871727286
"326",20.5405674859856
"327",1.13178049409307
"328",73.4564908127275
"329",14.2845680934524
"330",1.03087045502106
"331",7.31084918754583
"332",0.105467944319629
"333",1.22454748467172
"334",0.0954907835292037
"335",1.1680438381445
"336",9.07028495365621
"337",26.7398676445834
"338",15.8547290500956
"339",50.4868451203132
"340",0.3620791712689
"341",1.30557941073399
"342",0.502225352340471
"343",22.9576818875623
"344",0.0934124436516923
"345",1.85548430825076
"346",6.85256432028033
"347",0.364525889428106
"348",0.186548099347764
"349",83.6272970362868
"350",0.345484998819662
"351",0.27646775822889
"352",0.1763005362796
"353",3.26273988506624
"354",0.513733502982153
"355",0.598863550263694
"356",27.1597516660195
"357",0.416721281605374
"358",25.8759066852065
"359",21.7726781197716
"360",1.19999073069792
"361",0.228254297557068
"362",57.2643513898203
"363",4.92286654465141
"364",0.279663663102877
"365",0.5169019925054
"366",8.08333871494047
"367",3.3836514317983
"368",5.10885875333617
"369",0.0900818374927593
"370",2.20070480910288
"371",0.120681367760366
"372",10.5815220966019
"373",0.57019300489323
"374",0.311931196148377
"375",0.33843521578557
"376",0.571052588617692
"377",33.7700098374298
"378",8.35343062689406
"379",0.292576099315763
"380",0.126400584824313
"381",59.892719555289
"382",0.401113402549048
"383",0.905166333475549
"384",16.5511586617847
"385",7.66546467246691
"386",19.818799358852
"387",0.0917543526615072
"388",49.5103188714909
"389",2.08059588958485
"390",0.701539782939045
"391",8.32485284465026
"392",14.0094075538621
"393",0.637898121546592
"394",0.686560824615518
"395",0.27039180878886
"396",0.00058057232182016
"397",0.239162477157442
"398",0.315974549951586
"399",6.42489277449807
"400",0.0370122458578647
"401",0.30735483236871
"402",0.614997098887871
"403",1.72146071595438
"404",5.20577498766732
"405",0.652310529998737
"406",2.34141081834667
"407",0.459462587771148
"408",0.372119398489676
"409",0.892947721806804
"410",1.37679382958578
"411",1.75812673305883
"412",5.19633980581543
"413",5.22793701418422
"414",1.27156751279443
"415",1.96627322111524
"416",0.451926302437432
"417",30.1349924929857
"418",0.42997115993796
"419",1.57582333874092
"420",0.0739691782799489
"421",0.636750840501667
"422",2.52485021958681
"423",49.3878485806032
"424",0.0794343987419015
"425",1.06543428326006
"426",16.3948067510089
"427",0.303517049805684
"428",0.380734031686497
"429",3.2577380453991
"430",20.5879545592669
"431",3.33860959776989
"432",7.09200894794596
"433",11.0258770497177
"434",0.0338219570213158
"435",0.149509709440055
"436",64.6883285715613
"437",0.263097601405596
"438",11.2175431803799
"439",3.78832779923938
"440",0.145368656364003
"441",0.337151105864294
"442",13.6594875504664
"443",1.37339818830431
"444",2.08527634695473
"445",2.06799772728973
"446",0.912524183887272
"447",16.917246114094
"448",0.0259892209430224
"449",0.264315574024638
"450",52.7572190389372
"451",1.15207817579317
"452",1.19701176146242
"453",7.43613862587839
"454",0.0738785677908785
"455",1.6751123172579
"456",3.97052366266014
"457",5.27312803087264
"458",3.12619284975601
"459",0.159364860432171
"460",7.60364785172683
"461",0.31318895912359
"462",0.304939646244916
"463",32.9130456933136
"464",23.4128141567199
"465",4.47282739929748
"466",0.710380915229139
"467",0.279773521029086
"468",40.6797527249235
"469",3.25344036752211
"470",14.4062248381544
"471",1.33642354842964
"472",2.99259786373414
"473",3.71650736658082
"474",0.123050920054018
"475",0.077009282221025
"476",5.2548863587804
"477",9.60236601817384
"478",0.317111850914666
"479",0.103751635730088
"480",0.153393685548743
"481",6.07474913995319
"482",0.152821285729078
"483",7.6848512597699
"484",0.389123872201815
"485",0.274399114701651
"486",1.20466711015044
"487",0.126233915230012
"488",13.762654421495
"489",4.18630137405893
"490",14.7616291139129
"491",5.33513600540227
"492",2.20966307889858
"493",0.118795847977655
"494",107.826980689013
"495",7.30405115568092
"496",2.97089054675392
"497",16.1137147270453
"498",7.90937690467119
"499",0.038797181545977
"500",0.497933529544763
"501",0.366354690817734
"502",0.0336768082943737
"503",9.96050490798645
"504",4.90329916867017
"505",2.79086555414647
"506",3.42535722363836
"507",9.34642032239496
"508",20.1859900831083
"509",0.809162877052542
"510",35.9442248059269
"511",0.101913150047707
"512",1.26177925974751
"513",1.27773321551769
"514",0.301871299846991
"515",18.6838960984214
"516",7.09785385511626
"517",19.7783176007909
"518",2.57207969534441
"519",13.6308951885358
"520",34.6085459591922
"521",228.4174307194
"522",4.45215512245471
"523",0.029804777048269
"524",0.0943350369424333
"525",12.1193140071528
"526",3.38308050626917
"527",0.0592271891903528
"528",33.7134489707435
"529",14.8466093150944
"530",1.966289879795
"531",9.61641923699017
"532",14.2125765882189
"533",2.59355812465567
"534",1.27617199047592
"535",3.24964924470707
"536",0.213701888585318
"537",23.4204778631434
"538",3.8956202234291
"539",2.33149933072857
"540",3.6694347452175
"541",0.230773960310556
"542",2.5239392095778
"543",2.95567338585145
"544",4.1293598693577
"545",0.803068346750819
"546",21.8309723600352
"547",0.681571743774429
"548",0.18857231027486
"549",0.793629952765317
"550",16.4042386668085
"551",3.7630923840977
"552",0.318471488181997
"553",0.174685086220645
"554",0.671262520504283
"555",0.0971361541830655
"556",0.851482849679111
"557",3.04715140525084
"558",16.6163696293761
"559",3.36923205474414
"560",0.375164463635993
"561",8.5369367822454
"562",0.230945130920471
"563",1.00619630028143
"564",61.6335695659646
"565",5.63686487590845
"566",12.7561267905568
"567",0.826424261143081
"568",0.225582398981605
"569",1.66474629976629
"570",1.68574563443019
"571",0.477670804624938
"572",0.163819293057681
"573",22.0479296095298
"574",9.69817270939734
"575",1.94284404640015
"576",8.2967805251926
"577",0.126020922378277
"578",0.0978146619478242
"579",0.398784235791492
"580",37.4246606689851
"581",7.35925882803738
"582",11.1791062200769
"583",235.359536451353
"584",21.1271322131964
"585",0.0431243876994223
"586",1.02610744254265
"587",2.20509100275774
"588",3.22100779544667
"589",11.4583078178338
"590",7.88324472994483
"591",4.91237836896349
"592",0.319872214930753
"593",0.0456212451692233
"594",0.00058057232182016
"595",0.548106035189603
"596",11.9078750519613
"597",0.0617274892123664
"598",0.770604269796318
"599",1.99358943374343
"600",1.11250420977153
"601",9.38894505998169
"602",1.9288269976648
"603",0.618116389863839
"604",1.2386753439196
"605",0.493716051146299
"606",0.151565544991474
"607",0.80724881282846
"608",0.023912148687609
"609",2.08282525316312
"610",1.26765758079793
"611",2.98495866556459
"612",0.0986295651729903
"613",0.355674309555611
"614",0.650076400476048
"615",10.3553217083014
"616",2.4741167029789
"617",41.1724461261497
"618",0.0512743096019933
"619",16.4315437048207
"620",2.5501602252346
"621",0.0791293166468021
"622",1.15070894534754
"623",7.69988799171445
"624",1.49733415661268
"625",7.33271488662821
"626",0.34769421951025
"627",0.399825342902234
"628",70.6279620788255
"629",19.1090363377014
"630",10.5965078323046
"631",0.646800930743104
"632",2.19443517217215
"633",3.24799946753096
"634",8.37027670058481
"635",191.567162919018
"636",20.404225666428
"637",27.4674709036992
"638",2.64439690732527
"639",1.85649122164785
"640",0.0878664130936423
"641",5.33146041917162
"642",19.0794284399225
"643",0.11192791716549
"644",3.68527756103767
"645",10.7036474123074
"646",13.9690838863973
"647",1.29531705864681
"648",0.121156369453368
"649",0.462106824972276
"650",218.214009636086
"651",7.91952270298057
"652",41.0803101103371
"653",0.117830293497236
"654",38.4097008598122
"655",3.74914460572534
"656",0.102274436868089
"657",1.01819427891169
"658",0.409559531566336
"659",0.0662409269875717
"660",16.2992265411629
"661",9.53532292918017
"662",5.08220786132941
"663",3.264970900858
"664",4.01058487506734
"665",2.14400278934367
"666",23.5907715108041
"667",1.84035758739174
"668",3.4897462515084
"669",11.8540352900867
"670",0.252412105889598
"671",70.5125837252434
"672",4.85485887248738
"673",0.553380624713155
"674",0.183092311396915
"675",0.442349744512566
"676",3.09201031096879
"677",0.37245149775668
"678",0.231906950388734
"679",684.93057358779
